concept_id,cui,name,semantic_types,atom_url,relations_url
33688009,C0008370,Cholestasis,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0008370/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0008370/relations
55162003,C0040440,Tooth Extraction,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0040440/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0040440/relations
32750006,C0199219,Inspection (procedure),Health Care Activity,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0199219/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0199219/relations
3116009,C0005790,Blood coagulation tests,Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0005790/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0005790/relations
64779008,C1458140,Bleeding tendency,Pathologic Function,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1458140/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1458140/relations
365632008,C1287267,Finding of platelet count,Laboratory or Test Result,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1287267/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1287267/relations
300893006,C0577601,Nutritional finding,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0577601/atoms,
419545005,C2921689,CT angiography of coronary artery with contrast,Diagnostic Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C2921689/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C2921689/relations
1255265004,C5768898,Stenosis of proximal portion of anterior descending branch of left coronary artery,Pathologic Function,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C5768898/atoms,
716203000,C1619727,Decompensated cirrhosis of liver,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1619727/atoms,
166603001,C0151766,Liver function tests abnormal,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0151766/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0151766/relations
295009002,C0571912,Allergy to spironolactone,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0571912/atoms,
64766004,C0009324,Ulcerative Colitis,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0009324/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0009324/relations
87763006,C0024050,Lower gastrointestinal hemorrhage,Pathologic Function,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0024050/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0024050/relations
110396000,C0391857,No evidence of malignant neoplasm,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0391857/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0391857/relations
390951007,C1272092,Impaired fasting glycemia,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1272092/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1272092/relations
85628007,C0333241,Chronic edema,Pathologic Function,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0333241/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0333241/relations
32914008,C0035258,Restless Legs Syndrome,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0035258/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0035258/relations
51078006,C0023133,Laughter,Social Behavior,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0023133/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0023133/relations
86247009,C0520562,Dilatation of intestine (disorder),Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0520562/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0520562/relations
238149007,C0242966,Systemic Inflammatory Response Syndrome,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0242966/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0242966/relations
68256003,C0017747,Glucose level above reference range,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0017747/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0017747/relations
63171007,C0275518,Acute infectious disease,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0275518/atoms,
770924008,C0149896,Primary gout,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0149896/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0149896/relations
786841006,C5192207,Structure of all fingers of left hand,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C5192207/atoms,
708122002,C0745098,Hyperglycemia steroid-induced,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0745098/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0745098/relations
294874000,C0571778,Allergy to dalteparin,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0571778/atoms,
789222004,C5230416,Skin structure of right half of chest,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C5230416/atoms,
699653008,C3697446,Inadequate oral food intake for physiological needs,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C3697446/atoms,
2314005,C0556482,Unsafe Sex,Individual Behavior,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0556482/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0556482/relations
87361006,C0240173,Left shifted white blood cells,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0240173/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0240173/relations
699014000,C0694550,Recurrent pneumonia,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0694550/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0694550/relations
1280002000,C5818159,Tuberculosis management program,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C5818159/atoms,
301791008,C0241451,Exudate on tonsils,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0241451/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0241451/relations
445328000,C1519353,Skin Papule,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1519353/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1519353/relations
289119003,C0566528,Does expectorate,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0566528/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0566528/relations
58675001,C0458578,Upper respiratory tract,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0458578/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0458578/relations
104178000,C0430402,Bacterial culture (procedure),Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0430402/atoms,
20139000,C0035237,Respiratory System,Body System,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0035237/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0035237/relations
398489007,C1275772,Legionella antigen assay,Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1275772/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1275772/relations
716319005,C4274704,Legionella pneumophila serogroup 1 antigen not detected,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C4274704/atoms,
313854008,C1278052,Serum lactate dehydrogenase measurement,Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1278052/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1278052/relations
182884001,C2364172,Adherence To Medication Regime,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C2364172/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C2364172/relations
31769003,C0232362,Normal organ or tissue vascular perfusion,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0232362/atoms,
64144002,C0033771,Prurigo,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0033771/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0033771/relations
233917008,C0004245,Atrioventricular Block,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0004245/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0004245/relations
443753002,C2732553,Insertion of single chamber cardiac pacemaker pulse generator,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C2732553/atoms,
225439006,C0558061,Not confused,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0558061/atoms,
250220000,C1561562,Hemoglobin finding,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1561562/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1561562/relations
113079009,C0202117,Low density lipoprotein cholesterol measurement,Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0202117/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0202117/relations
45177002,C0270996,Swelling of structure of eye,Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0270996/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0270996/relations
863973002,C5235043,Structure of left orbital region,Body Location or Region,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C5235043/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C5235043/relations
52037006,C0441637,Slinging procedure,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0441637/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0441637/relations
306891000119105,C2176252,Effusion of joint of left knee,Pathologic Function,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C2176252/atoms,
37236007,C0011593,Dermabrasion,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0011593/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0011593/relations
36371001,C0226017,Structure of left sinus of Valsalva,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0226017/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0226017/relations
5398002,C0935625,Fat pad,Tissue,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0935625/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0935625/relations
64715009,C0152105,Hypertensive heart disease,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0152105/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0152105/relations
88998003,C1956089,Osteophyte,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1956089/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1956089/relations
719488009,C4304686,Structure of left patellofemoral joint,Body Space or Junction,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C4304686/atoms,
244553008,C0447800,Structure of lateral compartment of knee,Body Space or Junction,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0447800/atoms,
237897009,C0342649,Vascular calcification,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0342649/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0342649/relations
43846000,C0036429,Sclerosis,Pathologic Function,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0036429/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0036429/relations
72078007,C0228177,Sulcus of brain,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0228177/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0228177/relations
85616004,C0333953,Involution,Organism Function,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0333953/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0333953/relations
721896007,C4302882,Structure of left orbit proper,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C4302882/atoms,
784408000,C4760637,Retrobulbar hematoma,Pathologic Function,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C4760637/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C4760637/relations
763872005,C4706648,Structure of right mastoid bone,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C4706648/atoms,
763871003,C4706647,Structure of left mastoid bone,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C4706647/atoms,
45879002,C0223896,Structure of tibial tuberosity,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0223896/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0223896/relations
74016001,C0203273,Radiologic examination of knee,Diagnostic Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0203273/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0203273/relations
129160003,C0447801,Structure of patellofemoral joint,Body Space or Junction,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0447801/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0447801/relations
309521004,C0239832,Numbness of hand,Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0239832/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0239832/relations
61853006,C0037922,Spinal Canal,Body Space or Junction,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0037922/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0037922/relations
386296001,C0150223,Fall prevention,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0150223/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0150223/relations
74914000,C0085673,Gait training procedure,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0085673/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0085673/relations
251161003,C0428978,Slow ventricular response,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0428978/atoms,
27885002,C0151517,Complete atrioventricular block,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0151517/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0151517/relations
439202006,C2585450,Monitoring of international normalized ratio,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C2585450/atoms,
43829003,C0263778,Chronic osteoarthritis,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0263778/atoms,
64234005,C0834406,Bone structure of patella,Tissue,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0834406/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0834406/relations
183545006,C0474269,Referral to orthopedic service,Health Care Activity,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0474269/atoms,
410159001,C1444300,Physical therapy education,Educational Activity,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1444300/atoms,
7886000,C0204009,Use of cane education,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0204009/atoms,
736786002,C4544586,Provision of advice about muscle strengthening exercise,Health Care Activity,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C4544586/atoms,
710580007,C4039712,Education about fall prevention,Educational Activity,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C4039712/atoms,
127364007,C0860096,Primigravida,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0860096/atoms,
118212000,C0030563,Parity,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0030563/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0030563/relations
236985002,C0473299,Emergency lower segment cesarean section,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0473299/atoms,
289437007,C0566869,Finding of fetal heart rate,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0566869/atoms,
162278001,C0016242,Vitreous floaters,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0016242/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0016242/relations
765182005,C1405800,Postpartum pre-eclampsia,Pathologic Function,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1405800/atoms,
122972007,C0034090,Pulmonary veins,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0034090/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0034090/relations
71908006,C0042510,Ventricular Fibrillation,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0042510/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0042510/relations
216621000119100,C3697957,Stent in anterior descending branch of left coronary artery,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C3697957/atoms,
274025005,C0149684,Colonic polypectomy,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0149684/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0149684/relations
77095007,C0392825,Plastic repair of arteriovenous aneurysm,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0392825/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0392825/relations
90528004,C0230422,Structure of posterior surface of thigh,Body Location or Region,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0230422/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0230422/relations
723979003,C1178871,Structure of left buttock,Body Location or Region,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1178871/atoms,
430694001,C2316675,Prosthetic arthroplasty of right hip,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C2316675/atoms,
371082009,C0949690,Spondylarthritis,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0949690/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0949690/relations
281151000,C0459948,Bilateral femoral canals,Body Space or Junction,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0459948/atoms,
816064003,C5230860,Normal pulse in right dorsalis pedis artery,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C5230860/atoms,
816063009,C5230859,Normal pulse in left dorsalis pedis artery,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C5230859/atoms,
415150004,C1532844,Postoperative diet,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1532844/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1532844/relations
371868005,C1299342,Mild hypokinesis of cardiac wall,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1299342/atoms,
241620005,C0412692,Magnetic resonance imaging of heart,Diagnostic Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0412692/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0412692/relations
223444001,C0557026,Recommendation to seek attention,Health Care Activity,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0557026/atoms,
721730009,C0850666,Infection caused by Helicobacter pylori,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0850666/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0850666/relations
386109007,C1306535,Heart valve tissue,Tissue,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1306535/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1306535/relations
233553003,C0398305,Vascular cannula removal,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0398305/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0398305/relations
448713003,C3164868,Intravenous catheter in situ,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C3164868/atoms,
771195007,C4749774,Structure of right internal jugular vein,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C4749774/atoms,
298012000,C0241745,Wound pain,Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0241745/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0241745/relations
725077001,C1411231,Wound of sternal region,Injury or Poisoning,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1411231/atoms,
410723003,C0259768,Wound dehiscence,Pathologic Function,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0259768/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0259768/relations
404915007,C1321040,Vacuum assisted skin closure,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1321040/atoms,
300377009,C0577099,Does not defecate,Organ or Tissue Function,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0577099/atoms,
249509001,C0426631,Unable to break wind,Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0426631/atoms,
91470000,C0004454,Axilla,Body Location or Region,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0004454/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0004454/relations
241700002,C0412771,Spontaneous respiration,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0412771/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0412771/relations
103271006,C0522340,Fixed dilatation of pupil,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0522340/atoms,
37931006,C0004339,Auscultation,Diagnostic Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0004339/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0004339/relations
838448003,C5395148,Mild mitral valve stenosis,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C5395148/atoms,
251002009,C0428811,Mitral valve annular calcification,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0428811/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0428811/relations
82608003,C0264734,Atrial dilatation,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0264734/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0264734/relations
122774002,C0226813,Structure of vein of lower extremity,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0226813/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0226813/relations
195111005,C0581377,Decompensated cardiac failure,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0581377/atoms,
284591009,C0001973,"Alcoholic Intoxication, Chronic",Mental or Behavioral Dysfunction,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0001973/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0001973/relations
267447008,C0020645,Hyposmolality and/or hyponatremia,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0020645/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0020645/relations
228281002,C0687725,Alcoholics,Patient or Disabled Group,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0687725/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0687725/relations
409063005,C0010210,Counseling,Health Care Activity,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0010210/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0010210/relations
289195008,C0234518,Slurred speech,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0234518/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0234518/relations
1264021005,C0239521,Eruption of skin of face,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0239521/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0239521/relations
418290006,C0033774,Pruritus,Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0033774/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0033774/relations
387778001,C0034150,Purpura,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0034150/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0034150/relations
66590003,C0001973,"Alcoholic Intoxication, Chronic",Mental or Behavioral Dysfunction,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0001973/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0001973/relations
87433001,C0034067,Pulmonary Emphysema,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0034067/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0034067/relations
427359005,C2350019,Solitary Pulmonary Nodule,Neoplastic Process,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C2350019/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C2350019/relations
275978004,C0554837,Screening for malignant neoplasm of colon,Diagnostic Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0554837/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0554837/relations
895217008,C0023652,Lichen Sclerosus et Atrophicus,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0023652/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0023652/relations
303340002,C0580790,Face and/or neck structure,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0580790/atoms,
34319007,C0241075,Skin Induration,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0241075/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0241075/relations
271765003,C0423777,Crust on skin,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0423777/atoms,
