concept_id,name,group_abbr
51868009,Duodenal Ulcer,DISO
49209004,Subtotal gastrectomy,PROC
313297008,Moderate chronic obstructive pulmonary disease,DISO
16146001,Viral bronchitis,DISO
50177009,Fever,DISO
368009,Heart valve disease,DISO
1861000124105,Transition of care,DISO
5758002,Bacteremia,DISO
289118006,Unable to expectorate,DISO
165507003,White blood cell count within reference range,DISO
697930002,White Coat Hypertension,DISO
87500009,Hilar lymphadenopathy,DISO
264449003,Structure of central pulmonary artery,ANAT
281392002,Upper zone of lung,ANAT
60162004,Structure of phrenicocostal sinus,ANAT
49218002,Hip joint pain,DISO
443435007,Total replacement of right hip joint,PROC
432861006,Injection of cortisone,PROC
17226007,Adjustment reaction,DISO
89740008,"Carcinoma, Lobular",DISO
68496003,Colonic Polyps,DISO
247803002,Seasonal Affective Disorder,DISO
281255004,Small bowel obstruction,DISO
74770008,Exploratory laparotomy,PROC
107938000,Small intestine excision,PROC
118601006,"Lymphoma, Non-Hodgkin",DISO
50015006,Closure by staple,PROC
718403007,Decreased urine output,DISO
419567006,Delirium,DISO
31911002,Radiography of urinary system,PROC
18949003,Dressing change,PROC
410158009,Physical therapy assessment,PROC
443663000,Uses two crutches for walking,DISO
247322000,Abnormal sensation,DISO
713115004,Prevention of constipation,PROC
225395003,Wound assessment,PROC
229602008,Weight-bearing gait training,PROC
225153000,Application of adhesive skin closure,PROC
422916003,Blunt injury of thorax,DISO
31892009,Hemothorax,DISO
262784001,Contusion of lung,DISO
9682006,Fracture of scapula,DISO
62884005,Structure of apex of right lung,ANAT
125149003,Density above reference range,DISO
719628000,Bone structure of right scapula,ANAT
297217002,Rib pain,DISO
609398007,Drug pseudoallergy,DISO
164971000119101,Type 2 diabetes mellitus controlled by diet,DISO
54404000,"Radiculopathy, Cervical",DISO
349084003,Unpleasant taste in mouth,DISO
45089002,Emmetropia,DISO
271636001,Pulse regular,DISO
271708004,Finding of power of skeletal muscle,DISO
299874003,Knee reflex brisk,DISO
20262006,Ataxia,DISO
310057003,neurology services (treatment),PROC
105504002,Dependence on walking stick,ACTI
128049000,Disorder of cervical spine,DISO
49689007,Application of cervical collar,PROC
4800001,Pyuria,DISO
386372009,Nutrition management,PROC
160670007,Diabetic Diet,PROC
423687009,Peripheral intravenous catheter care,PROC
107726003,Patient disposition,PROC
57054005,Acute myocardial infarction,DISO
306810001,Seen by stroke service,DISO
84667006,Cervical Vertebrae,ANAT
105380005,Cryoanalgesia,PROC
267095009,Speech problem,DISO
56768003,Gunshot wound,DISO
228273003,Finding relating to alcohol drinking behavior,ACTI
11140008,"Respiratory assist, manual",PROC
17971005,Sedated state,DISO
58602004,Flank (surface region),ANAT
71341001,Femur,ANAT
773840006,Bone structure of left ilium,ANAT
782564004,Structure of left femur,ANAT
76555007,Disruption,CONC
787469003,Structure of soft tissue of thigh,ANAT
395761000119101,"Plain X-ray of pelvis, anteroposterior view",PROC
110520001,Head of phalanx,ANAT
35268000,Proximal phalanx of finger,ANAT
710993005,Monitoring response to treatment,PROC
421112000,Lower limb pulse present,DISO
306929006,Referral to hand surgery service,PROC
704013006,Open fracture of hand,DISO
239673009,Application of thumb spica plaster cast,PROC
713039006,Repair of finger,PROC
300475002,Finding of measures of urine output,DISO
306568008,Discharge from intensive care service,PROC
185283008,Seen by social worker,DISO
11791321000119108,Injury of left hand,DISO
49011004,Internal injury of abdominal organ,DISO
305723005,Seen by orthopedic surgeon,DISO
426786003,Patient should not drive or operate machinery,DISO
385867000,Emergency treatment education,PROC
300361008,Vomit contains blood,DISO
408581006,Physical activity target moderate exercise,DISO
229144001,Abdominal exercises,PROC
233270005,Angioplasty of celiac artery,PROC
233272002,Angioplasty of superior mesenteric artery,PROC
129118002,Arteriography,PROC
68053000,Structure of anterior tibial artery,ANAT
112828007,Femoral-popliteal artery bypass graft,PROC
299471001,Weakness of foot,DISO
8517006,Former smoker,DISO
371160000,Carotid Artery Diseases,DISO
229665008,"Aphasia, Expressive",DISO
34276006,Normal femoral pulse,DISO
244334002,Supragenicular popliteal artery,ANAT
88834003,Creation of shunt,PROC
308749001,Angiography of mesenteric artery,PROC
312496009,Iliac artery stenosis,DISO
233273007,Percutaneous balloon angioplasty of superior mesenteric artery,PROC
102614006,Generalized abdominal pain,DISO
294682002,Allergy to prednisone,DISO
702573005,Biopsy of retroperitoneum using fluoroscopic guidance,PROC
300376000,Does defecate,PHYS
257473000,aVL - Lead site,CONC
711500000,Doppler ultrasonography of vascular structure of lower limb,PROC
30212006,Fowler's position,CONC
79301008,Electrolytes measurement,PROC
37760005,Left anterior fascicular block,DISO
79561009,Right side of heart,ANAT
127154008,Retroperitoneal lymphadenopathy,DISO
127159003,Iliac lymphadenopathy,DISO
127166002,External iliac lymphadenopathy,DISO
118600007,Lymphoma,DISO
301103009,Mitral valve normal,DISO
17401000,Heart Valves,ANAT
197940006,Microscopic hematuria,DISO
165468009,Erythrocyte sedimentation rate raised,DISO
1187425009,Carcinoma,DISO
117259009,Microscopy,PROC
233606009,Atypical pneumonia,DISO
365758001,Electrolyte levels - finding,PHEN
816182002,Edema of left lower limb,DISO
103622007,Mild inflammation,DISO
90131007,Arthrocentesis,PROC
866240007,At increased risk of stroke,DISO
304539005,Recommendation to stop treatment,PROC
410007005,Rectal examination,PROC
707261001,Deterioration in ability to walk up stairs,DISO
91744000,Cardiac chamber structure,ANAT
229577006,Repositioning of permanent transvenous electrodes,PROC
735086001,Lumpectomy of right breast,PROC
735085002,Lumpectomy of left breast,PROC
125336001,Infectious granuloma,DISO
126838000,Colonic Neoplasms,DISO
442554004,Guaiac test for occult blood in feces specimen,PROC
423590009,Clostridium difficile colitis,DISO
289165000,Restricting food intake,PROC
8573003,Acute hemorrhage,DISO
241577003,Computed tomography of spine,PROC
1156266006,Compression of cervical spinal cord,DISO
72274001,Nerve Root Disorder,DISO
81872001,Structure of intervertebral foramen of sixth cervical vertebra,ANAT
241578008,Computed tomography of cervical spine,PROC
367401004,Myelography,PROC
241589001,CT myelogram,PROC
68154008,Chronic Cough,DISO
294971007,Allergy to simvastatin,DISO
203082005,Fibromyalgia,DISO
373621006,Chronic pain syndrome,DISO
428257007,Fracture of tibial plateau,DISO
43339004,Potassium Deficiency,DISO
89765005,Tabagism,DISO
90205004,Coronary Artery Bypass Surgery,PROC
90708001,Kidney Diseases,DISO
281393007,Middle zone of lung,ANAT
285381006,Acute infective exacerbation of chronic obstructive pulmonary disease,DISO
165622003,Serum iron within reference range,DISO
191268006,Chronic anemia,DISO
398979000,Pallor of skin,DISO
70648006,D-dimer assay,PROC
302787001,Bilirubin measurement,PROC
165658005,Whole blood folate within reference range,DISO
123840003,Sample contaminated,DISO
41933003,Anterior longitudinal ligament structure,ANAT
30667004,Right bundle branch block AND left anterior fascicular block,DISO
306058006,Aplastic Anemia,DISO
415111003,Plasma Cell Neoplasm,DISO
73320003,Hemolysis (finding),DISO
53643002,"Blood coagulation panel, DIC",PROC
123791008,Fibrinogen in blood above reference range,PHEN
165562007,Coag./bleeding tests normal,DISO
111407006,Hemolytic-Uremic Syndrome,DISO
3357006,Iron kinetics study,PROC
395144002,B12/folate level (procedure),PROC
166777007,Serum proteins within reference range,DISO
45995003,Reticulocyte count (procedure),PROC
165685003,Reticulocyte count outside reference range,DISO
191154007,Combined B12 and folate deficiency anemia,DISO
438911000124105,Iron supplement therapy,PROC
4903000,Serum protein electrophoresis,PROC
73718004,Urine protein electrophoresis,PROC
52967002,Myelofibrosis,DISO
67406007,Disseminated Intravascular Coagulation,DISO
816156006,Relative hypovolemia,DISO
225390008,Triage,PROC
282919000,Able to sit up,DISO
723189000,Acute Kidney Insufficiency,DISO
116859006,Blood Transfusion,PROC
415181008,Proliferation of hematopoietic cell type,DISO
14016003,Hemopoietic tissue,ANAT
279038004,Thoracic back pain,DISO
81266008,Myocardial Revascularization,PROC
232723004,Coronary artery bypass grafts x 5,PROC
267530009,Acute posthaemorrhagic anaemia,DISO
372032001,Evaluation of wound healing progress,PROC
16537000,Compression Pulmonary Atelectasis,DISO
365714001,Height / growth finding,DISO
444884003,Intact skin (finding),DISO
245543004,Dentition,ANAT
165028003,Lung volume test abnormal,DISO
50837003,Lingula of left lung,ANAT
396697000,Serum lactate dehydrogenase level above reference range,DISO
284792004,Able to shower self,DISO
91937001,Allergy to seafood,DISO
424213003,Allergy to bee venom,DISO
293584003,Allergy to paracetamol,DISO
128613002,Epilepsy,DISO
68890003,Schizoaffective Disorder,DISO
15629981000119109,Right inguinal pain,DISO
895488007,Does mobilize using walker,DISO
236648008,Acute retention of urine,DISO
37117007,Right inguinal region,ANAT
183665006,Discharged from hospital,DISO
49575005,Shooting pain,DISO
170877009,Urinary symptom change,DISO
182889006,Analgesics requested,DISO
831000119103,Cirrhosis of liver due to chronic hepatitis C,DISO
102569004,Decreased range of hip movement,DISO
365812005,Finding of blood glucose level,PHEN
298256005,Joint warm,DISO
76581006,Cholecystitis,DISO
307132003,Common Bile Duct Calculi,ANAT
304907005,Bone structure of hip joint region,ANAT
36668004,Articular space,ANAT
1017211000,Structure of right lumbar region of back,ANAT
1145238004,Displacement of lumbar intervertebral disc,DISO
26991005,Structure of transverse process of lumbar vertebra,ANAT
180992002,Spinal nerve root L4,ANAT
180993007,Spinal nerve root L5,ANAT
241639000,Magnetic resonance imaging of hip,PROC
277374006,Edema of skeletal muscle,DISO
102290008,Skeletal muscle structure of pelvis,ANAT
82115007,Internal obturator muscle structure,ANAT
73048009,External obturator muscle structure,ANAT
52595008,Structure of quadratus femoris muscle,ANAT
78333006,Structure of gluteus medius muscle,ANAT
89591009,Structure of superior ramus of pubis,ANAT
6411000179107,Edema of bone marrow,DISO
51619007,MRI with contrast,PROC
108369006,Neoplasms,DISO
365649001,Erythrocyte sedimentation rate - finding,PHEN
408740001,Radiography of hip,PROC
431624001,MRI of hip with contrast,PROC
428187007,Nodule of liver,DISO
119247004,Hypoalbuminemia,DISO
305602008,Under care of dietitian,DISO
709542007,Administration of nutritional supplement,PROC
262966007,Rupture of muscle,DISO
80402001,Insertion of implantable venous access port,PROC
447100004,Marginal Zone B-Cell Lymphoma,DISO
109979007,B-Cell Lymphomas,DISO
385798007,Radiation therapy management,PROC
72914001,Palate,ANAT
816180005,Edema of right lower leg,DISO
74654000,Malignant lymphomatous polyposis,DISO
722491009,R-CHOP chemotherapy regimen,PROC
53088000,"Transplantation, Autologous",PROC
9911007,Core needle biopsy,PROC
285776004,Intermediate grade B-cell lymphoma,DISO
35783009,Para-aortic node,ANAT
365855009,Biopsy finding,DISO
13619001,Thyroidectomy,PROC
874913002,Multinodular hyperplasia,DISO
62047007,Hyperplastic Polyp,DISO
239880009,Lumbar spondylosis,DISO
767713001,Factor XI Deficiency,DISO
816183007,Edema of right lower limb,DISO
127199000,Inguinal lymphadenopathy,DISO
563001,Nystagmus,DISO
401211005,Tandem gait test - abnormal,DISO
991000119106,Reactive airway disease,DISO
285570007,Taking of swab,PROC
225361002,Bowel care (procedure),PROC
301148008,Pulse rate stable,DISO
706955002,Pain relieved by analgesic,DISO
102568007,Lower Extremity Paresis,DISO
249985001,Poor balance (finding),DISO
426749004,Chronic atrial fibrillation,DISO
55320002,Superficial spreading malignant melanoma of skin,DISO
263225007,Fracture of proximal end of femur,DISO
16866431000119108,Closed fracture of capitellum of right humerus,DISO
134376008,Hearing test right abnormality,DISO
170679009,Initial psychiatric assessment,PROC
128601007,Infectious Lung Disorder,DISO
306676000,Discharge from hospice,PROC
248573009,Noisy respiration,DISO
302049001,Sequela of disorder,DISO
105421000119105,Early onset Alzheimer's disease with behavioral disturbance,DISO
35298007,Slow transit constipation,DISO
301943000,Pupils equal,DISO
44567001,Trachea,ANAT
247442005,Broken skin,DISO
299909008,Finding of sensation of touch,DISO
37126005,Facial grimacing,DISO
162221009,Restlessness,DISO
301786007,Multi-resistant staphylococcus aureus screening,PROC
225718003,Checking position of endotracheal tube,PROC
744880001,Checking position of nasogastric tube using X-ray,PROC
399331006,CT without contrast,PROC
399898009,Misalignment,CONC
10676831000119101,Hypoxemic Respiratory Failure,DISO
133918004,Comfort measures,PROC
433066006,Administration of substance via sublingual route,PROC
771115008,Hypernatremia,DISO
17450006,Myoclonus,DISO
36649002,Clonus,DISO
719414000,Referral to hospice at home service,PROC
709111008,Acute Hypoxemic Respiratory Failure,DISO
160685001,Bed-ridden,DISO
409025002,Ventilator care,PROC
94225005,Metastatic malignant neoplasm to brain,DISO
426232007,Environmental Illness,DISO
286378009,Difficulty talking,DISO
68433009,Childhood,CONC
238973003,Delusions of parasitosis,DISO
32373000,Left occipital lobe structure,ANAT
25353009,Craniotomy,PROC
703078002,Poorly differentiated carcinoma,DISO
200936003,Lupus Erythematosus,DISO
31541009,Sarcoidosis,DISO
95820000,"Hearing Loss, Bilateral",DISO
439590007,Cardiovascular stress test abnormal,DISO
427935006,Pain relief by rest,DISO
48167000,Amnesia,DISO
367498001,Hay fever,DISO
254901000,Prostatic Intraepithelial Neoplasias,DISO
445009001,Azotemia,DISO
251175005,Premature ventricular contractions,DISO
284249008,Difficulty performing hand functions,DISO
363346000,Malignant Neoplasms,DISO
251176006,Multiple premature ventricular complexes,DISO
365411005,Finding of electrocardiogram PR interval,DISO
365410006,P wave - finding,DISO
365418004,Finding of ECG T wave,DISO
371915000,Diffuse disease of coronary artery,DISO
253645007,Ascending aorta dilatation,DISO
300995000,Exercise-induced angina,DISO
406172003,"Administration, Intranasal",PROC
6862005,Preoperative education,PROC
405525004,Repair of aneurysm of abdominal aorta,PROC
26900001,Coronary ostium stenosis,DISO
91753007,Mid portion of circumflex branch of left coronary artery (body structure),ANAT
51590001,Increased pressure,DISO
29781006,Decreased cardiac index,DISO
194843003,Double coronary vessel disease,DISO
132721000119104,Hypertensive emergency,DISO
424172009,Dual pressure spontaneous ventilation support weaning protocol,PROC
385715006,Cardiac care,PROC
182929008,Administration of prophylactic drug or medicament,PROC
48428001,Cardiovascular monitoring,PROC
239163008,Wound erythema,DISO
698507004,Insertion of feeding tube into small intestine,PROC
420054005,"Liver Cirrhosis, Alcoholic",DISO
737295003,Transplanted kidney present,DISO
235921003,Biliary stricture,DISO
8729004,Chronic graft rejection,DISO
77465005,Grafting procedure,PROC
433202001,Surgical Wound Infection,DISO
11108009,Dehiscence,DISO
48677004,Cicatrix,DISO
398740003,Colostomy Procedure,PROC
86481000,Laparotomy,PROC
309431009,Arthroscopy of knee,PROC
57052009,Bleeding varices,DISO
59927004,Liver Failure,DISO
103718005,Removal of stent,PROC
39270003,Lysis of adhesions,PROC
432908002,Chronic rejection of liver transplant,DISO
300398009,Abdominal skin scar,DISO
75180006,Percussion,PROC
58126003,Surgical Wound Infection,DISO
38013005,Natural immunosuppression,PHYS
29740003,Severe malnutrition,DISO
15997003,Postoperative wound abscess,DISO
405492008,Blocked endotracheal tube,DISO
225549006,Yellow complexion,DISO
7766007,Cloudy urine,DISO
445916002,Wound odor,DISO
79899007,Drug Interactions,DISO
26212005,Replacement of aortic valve (procedure),PROC
265484009,Left ventriculogram,PROC
301147003,Finding of pulse rate,DISO
46707002,Structure of precordium,ANAT
71897006,Venous stasis,DISO
792821001,Pulse present in right femoral artery,DISO
792820000,Pulse present in left femoral artery,DISO
827130009,Pulse in right dorsalis pedis artery absent,DISO
827133006,Pulse in left dorsalis pedis artery absent,DISO
253541009,Left cardiac ventricular dilatation,DISO
43994002,Hypokinesia,DISO
32672002,Descending thoracic aorta,ANAT
48434008,Atheroma,DISO
836482000,Severe aortic valve stenosis,DISO
250951000,Hypokinetic right ventricular wall,PHEN
234184000,Prosthetic cardiac paravalvular leak,DISO
232816009,Aortic valve and adjacent structure operations,PROC
232720001,Coronary artery bypass grafts x 2,PROC
408497003,Antihypertensive therapy,PROC
244941000,Left dome of diaphragm,ANAT
443254009,Acute systolic heart failure,DISO
48338005,Hepatic flexure of colon,ANAT
125872003,Fracture of sacrum,DISO
207962009,"Closed fracture lumbar vertebra, transverse process",DISO
17204006,Pneumoperitoneum,DISO
302112009,Colostomy present,DISO
167376008,Urine chorionic gonadotrophin measurement,PROC
30994003,"Glucose measurement, urine",PROC
11808651000119103,Traumatic perforation of ascending colon,DISO
248450003,Postoperative fever,DISO
235985005,Fecal peritonitis,DISO
720822008,Withdrawal Symptoms,DISO
110281001,Chronic drug abuse,DISO
50257008,Perforation of colon,DISO
301679006,Difficulty getting off a bed,DISO
245857005,Surgical Stoma,ANAT
249612005,Stool finding,DISO
14742008,Large Intestine,ANAT
698931001,Monitoring of stoma output,PROC
236135005,High output stoma,DISO
182783002,Dehydration monitoring,PROC
413269001,Swelling,DISO
167232003,Urine: dark/concentrated,PHEN
55300003,Muscle Cramp,DISO
449917004,Cramp in lower limb,DISO
249477003,Increased thirst,DISO
14811009,Mucocutaneous junction,ANAT
294487000,Allergy to ciprofloxacin,DISO
27717006,Abscess of scrotum,DISO
38864007,Anogenital region,ANAT
53185004,Physical examination under general anesthesia,PROC
305729009,Seen by urologist,DISO
447379005,Replacement of indwelling catheter of urinary bladder,PROC
20233005,Scrotum,ANAT
398318005,Fournier Gangrene,DISO
12976005,Removal of kidney from donor,PROC
50465008,Herniorrhaphy,PROC
65497008,Incision of perineum (procedure),PROC
427277002,Application of gauze swab,PROC
698956007,Insertion of drain - attribute,PROC
5008001,Pitting edema,DISO
45180001,Structure of medial surface of thigh,ANAT
168216004,Sample fungus isolated,PHEN
385946001,Drainage tube care management,PROC
365931003,Level of consciousness - finding,DISO
424880000,"Nursing care education, guidance, counseling",PROC
410252004,Urinary catheter care education,PROC
241019003,Packing of wound,PROC
183644000,Surgical follow-up,PROC
241031001,Removal of drain,PROC
112907004,Fitting of external prosthetic device on penis,PROC
243114000,Supportive care,PROC
18911002,penis,ANAT
243077000,Recommendation to limit sexual activity,PROC
417930000,Allergy to adhesive agent,DISO
277762005,Spinal Puncture,PROC
55470003,Acute infarct,DISO
5399005,Dissecting hemorrhage,DISO
75803007,Posterior rhinorrhea,DISO
700407003,Plantar reflex normal,DISO
25136009,"Gait, Broadened",DISO
373676004,Romberg sign (finding),DISO
5228007,Right cerebral hemisphere,ANAT
60176003,Structure of anterior cerebral artery,ANAT
17232002,Structure of middle cerebral artery,ANAT
70382005,Structure of posterior cerebral artery,ANAT
414723005,Insular part of middle cerebral artery,ANAT
369352006,Structure of right middle cerebral artery,ANAT
417936006,Magnetic resonance angiography of vascular structure of head,PROC
71772004,Vasospasm,DISO
233964008,Internal Carotid Artery Stenosis,DISO
253546004,"Ventricular Outflow Obstruction, Left",DISO
253352002,Left atrial abnormality,DISO
43631005,Occipital region,ANAT
450721000,Temple,ANAT
47559000,Watershed infarct,DISO
700036009,Frontal region structure,ANAT
76332005,Parietal region of head,ANAT
353295004,Graves Disease,DISO
64597002,Ablation,PROC
164773008,Polysomnography,PROC
81669005,Von Recklinghausen's disease (except of Bone),DISO
81996005,Spermatic Cord Torsion,DISO
397881000,Diverticular Diseases,DISO
687091000119105,Neurofibroma of face,DISO
75093004,Skin structure of abdomen,ANAT
78234002,Shin,ANAT
247010007,Pupil finding,DISO
30098003,Hyperemia,DISO
88058003,Perfusion (procedure),PROC
39352004,Joints,ANAT
414574004,Laparoscopic adjustable gastric banding,PROC
83362003,Final inpatient visit with instructions at discharge,PROC
116289008,Abdominal bloating,DISO
86762007,Gastrointestinal system,ANAT
294472005,Allergy to azithromycin,DISO
224978009,Feeling relief,DISO
233840006,Old inferior myocardial infarction,DISO
365386006,Exercise tolerance finding,DISO
121871002,Troponin T measurement,PROC
698065002,Acid reflux,DISO
267076002,Loneliness,DISO
95516005,Gastrointestinal irritation,DISO
237715007,Pituitary mass,DISO
225038006,Memory lapses,DISO
249966004,Spasmodic movement,DISO
170672000,Gastrointestinal tract drug side effect,DISO
1402001,Fear (Mental Process),PHYS
54550000,Electroencephalography,PROC
43400009,EEG abnormality with seizure,DISO
78029007,Right temporal lobe structure,ANAT
125148006,Density outside reference range,DISO
75478009,Poisoning syndrome,DISO
252736007,Continuous processed EEG,PROC
182836005,Medication Review,PROC
237483005,Operation on lesion of pituitary gland,PROC
110670005,"Right temporal and frontal lobes, CS",ANAT
64269007,"Hallucinations, Visual",DISO
41413006,Temporal headache,DISO
36928000,Operation on pituitary gland,PROC
405947006,Nuchal Rigidity,DISO
247769007,Well controlled integrated attention,DISO
246563002,Neglect of part of body,DISO
421352006,Brisk pupil movement,DISO
830129007,Normal visual field,DISO
285548009,Able to elevate soft palate,DISO
31764008,Structure of trapezius muscle,ANAT
22823000,Structure of sternocleidomastoid muscle,ANAT
276395008,Able to protrude tongue,DISO
267078001,Involuntary Movements,DISO
314431000,Interpreter present,DISO
274786004,examination of cranial nerves,PROC
285507006,Able to protrude tongue fully,DISO
251497003,Focal episodic delta activity,DISO
251492009,Periodic lateralized epileptiform discharges,DISO
110671009,"Left temporal and frontal lobes, CS",ANAT
52718009,Left temporal lobe structure,ANAT
251488002,Focal sharp waves,DISO
31003009,Follicle stimulating hormone measurement,PROC
69527006,Luteinizing hormone measurement,PROC
171957008,Excision of lesion of pituitary gland,PROC
84757009,Epilepsy,DISO
193000002,"Epilepsy, Temporal Lobe",DISO
102591006,Chest wall tenderness,DISO
784401006,Subgaleal hemorrhage,DISO
88986008,Vertex,ANAT
5953002,Bone structure of eighth rib,ANAT
31693001,Fracture of two ribs,DISO
39839004,Diaphragmatic Hernia,DISO
443502000,Coronary Arteriosclerosis,DISO
15648981000119103,Aneurysm of right common iliac artery,DISO
390906007,Follow-up encounter,PROC
409073007,Education (procedure),PROC
427625003,Respiratory health self management education,PROC
370791009,Encouragement of deep breathing and coughing exercises,PROC
277426005,Sensation of movement,DISO
8730001000004107,Organism isolated in blood by culture,PHEN
128822004,Precursor Cell Lymphoblastic Leukemia Lymphoma,DISO
425843001,Allogeneic peripheral blood stem cell transplant,PROC
308021002,Seen in clinic,DISO
42729000,Surveillance culture,PROC
1162768007,leukemia,DISO
41902000,Major crossmatch,PROC
262241003,Unrelated (finding),DISO
363564008,Vegetation,DISO
234335003,Allogeneic unrelated bone marrow transplant,PROC
56819008,Endocarditis,DISO
236423003,Renal Insufficiency,DISO
1148582006,Finding of renal function,DISO
165414004,Hematocrit - packed cell volume - low,DISO
58390007,Allogeneic bone marrow transplantation,PROC
68939003,Vancomycin measurement,PROC
165423001,Erythropenia,DISO
248124006,Eating problem,DISO
289155006,Problem with drinking fluid,DISO
70272006,Malignant Hypertension,DISO
401303003,Acute ST segment elevation myocardial infarction (disorder),DISO
442073005,Infection by methicillin sensitive Staphylococcus aureus,DISO
32751000119100,Line sepsis associated with dialysis catheter,DISO
733460004,Marijuana user,DISO
234205007,Arteriovenous fistula thrombosis,DISO
434532004,Fungemia,DISO
9040008,Ascending colon,ANAT
485005,Transverse colon,ANAT
418362005,Dead - sudden death,DISO
18265008,Exophthalmos,DISO
5602001,Opioid abuse,DISO
87132004,Opioid withdrawal,DISO
233491000,Banding of arteriovenous fistula,PROC
312317000,Arteriovenous graft,DISO
20502007,Pain in scrotum,DISO
111411000119103,End stage renal disease due to hypertension,DISO
302233006,Renal Artery Stenosis,DISO
27929005,Arteriovenous fistulization,PROC
233484003,Insertion of stent into arteriovenous fistula,PROC
161874006,Heavy feeling,DISO
427733005,Feels cold,DISO
770884005,Structure of left middle finger,ANAT
234024001,Arterial steal syndrome,DISO
439470001,Arteriovenous fistula,DISO
228388006,Intravenous drug user,LIVB
41110003,Blast Injuries,DISO
125593007,Facial Injuries,DISO
262525000,Thoracic Injuries,DISO
12835000,Multiple Trauma,DISO
424431000,Right side of face,ANAT
15703000,Structure of posterior surface of upper arm,ANAT
786457000,Overactive Bladder,DISO
234319005,Splenectomy,PROC
284476005,Superficial laceration of face,DISO
128069005,trauma to the abdomen,DISO
283388003,Laceration of shin,DISO
298228000,Range of joint movement normal,DISO
890511006,Structure of soft tissue of right upper arm,ANAT
298477006,Cervical spine tender,DISO
441875004,Imaging of head,PROC
348101000119102,Periorbital edema of right eye,DISO
19227008,Foreign Bodies,DISO
123737005,"Fracture, closed, comminuted, with displacement",DISO
81688003,Costovertebral joint structure,ANAT
788648006,Structure of right half of posterior chest wall,ANAT
301005000,Pleural scarring,DISO
4120002,Bronchiolitis,DISO
60075002,Cervical part of esophagus,ANAT
241519005,CT of pituitary fossa,PROC
61671002,Internal acoustic meatus of temporal bone,ANAT
721897003,Structure of right orbit proper,ANAT
125245002,Retained foreign body,DISO
298349001,Soft tissue swelling,DISO
726558000,Structure of periorbital region of left eye,ANAT
127856007,Skin AND subcutaneous tissue structure,ANAT
1260441004,Structure of skin of right cheek,ANAT
426884007,Bone tissue of nasal bone,ANAT
427895005,Loculated pleural effusion,DISO
49563000,Periorbital edema,DISO
830147001,Computed tomography of orbits,PROC
422834003,Assessment: Respiration,PROC
302777000,Gastrointestinal investigation,PROC
252275004,Hematologic Tests,PROC
863974008,Structure of right orbital region,ANAT
9404003,Orbital swelling,DISO
723590004,Left shin structure,ANAT
109363001,Right pneumothorax,DISO
3830001,Subcutaneous Emphysema,DISO
421262002,Tongue swelling,DISO
70536003,Kidney Transplantation,PROC
421642003,Under anesthesia,DISO
359571009,Right colectomy,PROC
70407001,Stridor,DISO
274791003,Examination of lower limb,PROC
247472004,Urticaria,DISO
765205004,Disorder in remission,DISO
262804006,Injury of biliary tree,DISO
301011002,Urinary tract infection caused by Escherichia coli,DISO
303082009,Portal hypertensive gastropathy,DISO
271801002,Dysgeusia,DISO
81733005,Dental surgical procedure,PROC
714423004,Does abstain from drinking,DISO
14783006,Hyperbilirubinemia,DISO
1163403006,Benign melanocytic nevus,DISO
271680001,Liver edge palpable,DISO
88092000,Muscular Atrophy,DISO
2492009,Nutrition Disorders,DISO
26165005,Increased bilirubin level (finding),DISO
65659003,Rotational Atherectomy,PROC
33688009,Cholestasis,DISO
55162003,Tooth Extraction,PROC
32750006,Inspection (procedure),PROC
3116009,Blood coagulation tests,PROC
64779008,Bleeding tendency,DISO
365632008,Finding of platelet count,PHEN
300893006,Nutritional finding,DISO
419545005,CT angiography of coronary artery with contrast,PROC
1255265004,Stenosis of proximal portion of anterior descending branch of left coronary artery,DISO
716203000,Decompensated cirrhosis of liver,DISO
166603001,Liver function tests abnormal,DISO
295009002,Allergy to spironolactone,DISO
64766004,Ulcerative Colitis,DISO
87763006,Lower gastrointestinal hemorrhage,DISO
110396000,No evidence of malignant neoplasm,DISO
390951007,Impaired fasting glycemia,DISO
85628007,Chronic edema,DISO
32914008,Restless Legs Syndrome,DISO
51078006,Laughter,ACTI
86247009,Dilatation of intestine (disorder),DISO
238149007,Systemic Inflammatory Response Syndrome,DISO
68256003,Glucose level above reference range,DISO
63171007,Acute infectious disease,DISO
770924008,Primary gout,DISO
786841006,Structure of all fingers of left hand,ANAT
708122002,Hyperglycemia steroid-induced,DISO
294874000,Allergy to dalteparin,DISO
789222004,Skin structure of right half of chest,ANAT
699653008,Inadequate oral food intake for physiological needs,DISO
2314005,Unsafe Sex,ACTI
87361006,Left shifted white blood cells,DISO
699014000,Recurrent pneumonia,DISO
1280002000,Tuberculosis management program,PROC
301791008,Exudate on tonsils,DISO
445328000,Skin Papule,DISO
289119003,Does expectorate,DISO
58675001,Upper respiratory tract,ANAT
104178000,Bacterial culture (procedure),PROC
20139000,Respiratory System,ANAT
398489007,Legionella antigen assay,PROC
716319005,Legionella pneumophila serogroup 1 antigen not detected,DISO
313854008,Serum lactate dehydrogenase measurement,PROC
182884001,Adherence To Medication Regime,DISO
31769003,Normal organ or tissue vascular perfusion,DISO
64144002,Prurigo,DISO
233917008,Atrioventricular Block,DISO
443753002,Insertion of single chamber cardiac pacemaker pulse generator,PROC
225439006,Not confused,DISO
250220000,Hemoglobin finding,DISO
113079009,Low density lipoprotein cholesterol measurement,PROC
